title,company,location,link
NXLog리포트팀 - 데이터분석가/리포트기획자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2e7356773e141079
데이터 분석 및 모델링 (페이코 쿠폰/광고 타겟팅),NHN,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4e17fe419583b40b
퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9040dba1c8db2a5d
2019 위닉스 연구직 (~12/22),위닉스,경기도 시흥,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4123fa84d16a0553
"DataAnalysis,생명공학,python,머신러닝,R 외 경력무관",닥터노아바이오텍,수원 영통구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4d184098e599d76e
Developer / Designer recruit,마이뮤직테이스트,서울 논현동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=55a19c92c845685e
"Sales Engineer (Pre-Sales), Korea",Recorded Future,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1a0fc032fa7d6866
Hadoop Eco 관리 모듈 개발,현대오토에버,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c573c45404960f8f
[해외취업] 게임 개발자 / 사원 40%가 외국국적 글로벌 근무환경,엘트리,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3ffc7a22768918e4
[Sanofi/사노피] Data Analytics Specialist,사노피-아벤티스 코리아,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=296919064d22383e
원가/세무 (경력),태광실업,경상남도 김해,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bc80024fcf679386
[Sr.Analyst] Business Intelligence Engineer,딜리버리히어로 코리아,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=658417a2639bc085
리스크관리본부 리스크관리팀,이스트스프링자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c1737fbadab9ad4
머신러닝/딥러닝,NHN,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cd8ee27085e6a2ff
분석 플랫폼 웹 프론트 엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eeb027369cdab361
Strategic Data Analytics Manager,JTI,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=222f311b3b75b965
Software Engineer / Sr. Software Engineer(C++ / Python Developer),Nielsen,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=686cdc6df95f159f
"인공지능 플랫폼 회사(알파브릿지) 경력직(IT, 관리)",에셋플러스자산운용,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=989c8d5579ea7132
신입/경력 정규직,KB저축은행,서울 송파구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=133a80b7fdd482bf
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=649ccf047c868778
자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트,서울 충정로역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a50fce6cc2cb57c9
Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=04d685fc70b67d4e
웹 개발 경력(3년)직,비스퀘어,부산 해운대구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cf14975b7c16c9e8
"프로그래머 _딥러닝,텐서플로우,어플리케이션,웹프로그램,응용프로그램",웹플래너,서울 용산구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b329915cfdac5dc
"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=af1108898d2635f1
Data Analytics specialist,Sanofi,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6eefdf7d9fa7e6a3
카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d585814d097935eb
Alibaba Cloud Solutions Architect South Korea,Alibaba,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=507c657198a7d65b
Lead Application Backend Developer – Mobile,BOEING,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8624753c574a9d25
Robot SW Engineer 그룹 IT인프라 구축,그룹 IT인프라 구축,서울특별시,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7c7f6f9c070d78bd
[라프텔] 마케팅 담당자,리디,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00af8f1bc324ef8d
"[데이터 분석 스타트업] UI/UX개발/고객행동분석 (Python, GA, Database)",온누리아이코리아,서울 금천구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=abeb2f106393ad76
Application Backend Developer,BOEING,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a8ed60198075d112
Cloud Support Engineer- Big Data,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2fde1290ada705ac
"Solution Architect, Data Scientist - WWFO",NVIDIA,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=475bfcb9fe2956fa
데이터분석 (신입),퍼포먼스바이티비더블유에이,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fa3aab9ba448b081
[Sr.Analyst] Data Engineer,딜리버리히어로 코리아,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e2756296ec0031f
데스크탑 가상화(VDI) 엔지니어,카카오모빌리티,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=530a598184580c95
"카카오콘 앱(iOS), 서버 경력 개발자",카카오 게임즈,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b9974ad79659bb6d
[Sr.Analyst] Data Scientist,딜리버리히어로 코리아,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b01ccfee45fb86a
[신입/경력] Python 개발자 - 인천 청라,인피닉,인천 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce7fd95d9ce72a62
AI (DL/ML) 개발,SSG.COM,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=452391afe50179b1
테크빌더팀 - 개발자 (프론트앤드),Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ddbea73728157cac
Account Solutions Architect - Samsung,"Red Hat, Inc.",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ac3faf685473527b
[던전앤파이터(글로벌)] 게임 데이터 분석가,네오플,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4f09f889fa3cfd34
Product Test Engineer - GPU,NVIDIA,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=48ca423ba9cc3be4
데이터 분석 솔루션 구축 담당자(R / Python / java),비아이매트릭스,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1c66a078c17d6cc4
MySQL Engineer,카카오페이,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd06066d79860614
데이터연동개발팀 - 데이터엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=83afcd111984f51c
Data Science팀 인턴 채용(3개월),AXA손해보험,서울 갈월동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ff4eddb64c681708
"Technical Specialist, Professional Services (Korean, English)",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fa839fed02943ef7
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eaee1538d8cc832f
솔루션 프론트엔드 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=273d830a0c62aedd
"Applications Engineer, Sr I",Synopsys,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f5c12e67f5b979e
[PUBG LITE] PC Analyst,펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67601fff5f1ecbd9
HTA Excellence Manager,Roche,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=165a96a7cde2883a
웹 개발 경력(12년)직,비스퀘어,부산 해운대구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d33d4800a8505288
"[해외취업] / 사무라이테크놀로지 시스템 엔지니어 프로그래머 정규직,계약직",이노리버,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c14759611c34e60b
Manager,"CDNetworks Co.,Ltd.",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b24e1d2b40a3b349
R&D 연구원 신입 정규직,스칼라웍스,서울 금천구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=70f513e9782febab
상점팀 Software Engineer,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0bda14475250a9b3
니트머스 광고 솔루션 개발(Python),니트머스,서울 명동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=433026a91ad88cf1
Support Engineer_Developer Support,Microsoft,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=75ccb9bb9c3049c7
"Partner Engineer, Living Room, YouTube (Korean, English)",YouTube,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bb960f1e2ed5143c
[기술기획/인사] 사내시스템 개발자,카카오뱅크,경기도 성남,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ccd056d7d170f295
(주)웨이브웨어 2019 년도 신입사원 (개발자),웨이브웨어,대전 유성구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0395060bcfd34c94
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=116009dbf59211ed
Data & AI Technical Specialist,IBM,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6164be253775cb7d
멜론 서비스 데이터 분석 및 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8f0dfcd582982dcb
테크빌더팀 - 개발자 (백앤드),Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d527590548dbcab
Python 웹개발 경력무관 - 정규직,페이스테그,서울 금천구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=38a804b7fb78aac3
데이터 엔지니어 / Data Engineer,Bagelcode,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd1ad6ca3aba3000
Technical Trainer - Amazon Web Services,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f044d9361c664f80
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=07375dc4e800dfa9
Cloud Support Engineer - Linux,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=982c2a9c3f3caba3
[커피프랜차이즈기업]그룹 계열사 웹 어플리케이션 개발 (팀장급),커리어셀파,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f74f5a81686860b5
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1748baa27965fdbf
"Manager, Data Science",Nielsen,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=02ebc7cc45355385
빅데이터 및 AI기반의 마케팅 마케터 및 플랫폼기획자,컨셉터스(CONCEPTERS),서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b476fce2cad78bb
시스템엔지니어,마이뱅크,서울 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0685dd2d780256ff
데이터 사이언스 전문가 및 머신러닝 전문가,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=85929aac498299cc
[KSTEC] 2019년 신입 및 경력 (SW개발자),지식시스템,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=13531bc478e5330a
NXLog팀 - 소프트웨어 엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c13abffb44505877
[멜론] 빅데이터 서비스 개발자,dk techin,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3e2a310c9dd0f693
Cloud Support Engineer - Developer and Mobile Services,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=930a6a7d80e095bc
Oracle Linux and Oracle VM Product Support (Engilish & Korean),Oracle,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dcab929554f1e1e7
Data Analyst,펍지,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=34d33f23153d407a
DevOps Engineer,Nielsen,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de8ad67cf88179fe
RPA 프로젝트 수행,엘에스글로벌인코퍼레이티드,경기도 군포,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6ec838cb29fa3b8b
데이터인프라개발팀 - 데이터 플랫폼 엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73457e281df2be21
데이터 플랫폼 개발,NHN PAYCO,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a65baa1929f29393
Data Analyst - SOCKOR,Barbaricum,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=860a3733156e6821
빅데이터 강사 - 메가스터디교육그룹 메가IT아카데미,커리어게이트,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=618a0176b1220105
"Senior MTS, Software/Firmware Engineer",Maxim Integrated,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3d3684a7416404d3
Senior Software Engineer,BOEING,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9f26c2fbcaf1b9bc
Cross Border Ecommerce - Business Intelligence (Based in Seoul),Shopee,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b574f1454ae36aab
카카오톡 신규 서비스 서버 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de210ffb5a9ee0c4
스마트팩토리 솔루션 엔지니어,엘에스글로벌인코퍼레이티드,경기도 군포,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8c75f30ee5d44d89
빅데이터 엔지니어,엘에스글로벌인코퍼레이티드,경기도 군포,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b228ac049b7b314
함께 성장할 S/W개발자 모집합니다.,주식회사 유락,전라북도 완주,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=49bb83246aaaa60c
Client Technical Specialist,IBM,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=320cf19178f2f20d
네트워크 자동화 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5ff17b27cd83a1c0
[핀테크기업] 시스템운영팀장 안내,커리어셀파,경기도 김포,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=526ac8820e376fa4
"[해외취업] 휴먼그룹 - 휴먼리소시아㈜ Global ""IT"" Talent Team",COCOA,대한민국,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e8756ab9fbaedda9
[대기업] Circuit Design,에이치알 컨설팅,경기도 수원,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=01565beafeef9dfd
"Customer Solutions Engineer, Global Client and Agency Solutions",Google,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2615f45e6f912c05
카카오톡 서버 개발자,카카오모빌리티,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21f720e55bab4c8d
카카오 전체의 사용자 플랫폼 만들 서버개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d479593b544fa68
챗봇 플랫폼 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=20d40ee61adffeca
[데이터밸류팀] 데이터사이언스 및 머신러닝 전문가,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=557a3ca685f33ea4
매칭팀 - 데이터분석가,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=54a0b1ed3a827a58
인프라 플랫폼 개발자,고도소프트,서울 구로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b1c5b35b97700fc
위시켓과 함께할 서버개발자님,위시켓,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a3a65a4d59061430
"WEb 개발자 경력 정규직, 프리랜서",케이포시큐리티,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22ea43afd8105577
영상처리 Software FAE 신입,소니코리아,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f2258f107bd54586
데이터플랫폼실 - Software Engineer,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6ecc8058c1538843
Specialist Solutions Architect - Application Development,"Red Hat, Inc.",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=64e343a4453f845e
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8af26b37623864c4
[신입/경력]Software Engineer 담당자,이스트게임즈,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b932ddb529492df8
각 부문별 신입/경력 ( 프로덕션: 번역부분 우대),토이온,성남 수정구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c19e5049b686b034
정보계(DW) 시스템 IT 개발,케이뱅크은행,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f5aa64f66cb75c48
"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙,서울 관악구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d017610d9828199c
MES 구축 개발,엘에스글로벌인코퍼레이티드,경기도 군포,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=59dc303ac912c8d1
증권 빅데이터 분석 연구책임자,폴리데이터랩,성남 수정구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=206ec18cb1dee31d
백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트,서울 충정로역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6c05c588971df5a
[경력] 빅데이터 플랫폼 엔지니어,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=61ecdc0ef3cfb66a
경력사원 수시,두산 정보통신,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7adfd2b51f057d3a
[던전앤파이터] 2D/3D 게임그래픽 기술개발 (TA/엔진프로그래머/툴 프로그래머),네오플,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ed7549ec7d5c9ccd
[라프텔] 서버(백엔드) 개발자,리디,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e4b3808d3befc37
Account Solutions Architect - Mid Market,"Red Hat, Inc.",서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=93f1eff2333be73d
글로벌&모바일 플랫폼 운영을 담당할 를 합니다.,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=281fb1cb3dff0cf8
이상탐지팀 - 서비스 개발자,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e787fde04b998e1a
Sales Manager (Born in the Cloud),Hewlett Packard Enterprise,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4a51996b0442a445
SAP Architect,Amazon Web Services Korea LLC,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9301d45725046c1b
인프라 플랫폼 개발자,NHN godo,서울 구로구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c8a7c9c4022a3544
Senior Technical Consultant,MathWorks,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=22a5590c81649937
정보통신기술 직업능력개발훈련교사,중앙직업전문학교,대구 중구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=60cff413299028f7
의료 인공지능 개발자 - 정규직 / 병역특례,제이엘케이인스펙션,서울 강남구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=00a9dba6862d0947
데이터분석가(게임어뷰징 탐지),Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea3b136c0ff59524
정규직 IT 개발자,한국신용평가,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=741006c1649dcc59
Data Center Technician,Amzn Corporate Services Korea,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f542078927eb1e4
Software Engineer,이스트게임즈,서울 서초구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f530f3ee26644bbd
"(정규직)2019하반기~2020상반기 웹개발자, 웹디자이너 신입환영&경력우대",네오라이프코어,서울 영등포구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e548606e155d7df6
[인재풀] 아티스트,Electronic Arts,서울,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=aac8e9355cb855ac
소프트웨어 엔지니어,Nexon,성남 분당구,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d71794dc69947981
데이터 사이언티스트 지향하는 데이터 엔지니어,카카오 게임즈,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=385c58c7ced1d77b
카카오 분석 플랫폼 경력 개발자,카카오,성남 판교역,https://jp.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ae7c240ef7d5f0b
